S_AGE,S_SPECEFF,S_GENEFF,S_USECOM,S_USEINF,S_ACCONT,S_SPECLASS,S_GENCLASS,S_CODLRN,S_ICTFUT,S_ICTLRN,S_ICTNEG,S_ICTPOS,S_GENACT,S_USESTD,S_NISB,PV1CIL,PV1CT,P_RATTCH,P_EXPLRN,P_PRIORH,P_PRIORS,P_VWICT,P_ICTUSE,P_ICTCOM,P_EXPTCH
14.5,50.55912576,61.11577725,45.47289037,41.20248721,55.18892836,37.1212289,64.88811532,54.60625442,43.36987589,59.52444754,51.097199,38.53931729,53.68075132,52.6520114,1.272829328,655.5151672,604.9970612,0.05,71.57911712,41.33939777,46.30341134,42.08115292,62.28012925,70.16857228,62.57949753
15.08,56.87598421,51.56321569,50.79133219,58.23188941,39.28980177,58.98449332,61.51837985,48.57070317,50.07890187,45.73002462,44.41548902,46.52092152,56.41745629,52.2029364,-0.767206227,558.187137,503.1006739,0.05,71.57911712,41.33939777,46.30341134,42.08115292,62.28012925,70.16857228,62.57949753
15,47.08065579,42.89052709,64.3729837,41.20248721,55.18892836,44.62915008,75.8942586,50.81912215,43.36987589,59.52444754,51.097199,51.76375283,73.50129224,65.07494305,-0.63113507,537.1789987,401.4415448,0.07,71.57911712,61.19089709,52.09298195,62.21849187,39.57749318,55.08073173,62.57949753
15.25,47.08065579,61.11577725,50.79133219,41.20248721,48.37658135,37.1212289,58.25884815,53.27911085,68.79547657,65.80878131,34.69332244,56.13774352,56.41745629,52.6520114,1.055115478,573.1471169,581.1415624,0.07,71.57911712,61.19089709,52.09298195,62.21849187,39.57749318,55.08073173,62.57949753
14.75,30.53123372,61.11577725,50.79133219,41.20248721,42.57844828,48.70944301,54.59460873,50.81912215,53.70151355,62.16874798,51.097199,46.52092152,51.02027494,60.22028628,-0.034933761,581.2840249,539.7739161,0.07,71.57911712,61.19089709,52.09298195,62.21849187,39.57749318,55.08073173,62.57949753
15.25,50.55912576,42.89052709,49.47226333,55.97645334,48.37658135,44.62915008,61.51837985,46.45540049,29.57792301,59.52444754,64.25487518,35.88516927,59.4836813,56.30480216,1.055115478,601.4875914,543.1258757,0.07,71.57911712,61.19089709,52.09298195,62.21849187,39.57749318,55.08073173,62.57949753
15.33,54.07726546,48.20036361,55.03712864,41.20248721,53.21388366,48.70944301,68.95982877,53.27911085,46.64877174,65.80878131,74.113199,60.72827271,82.9035396,65.45471922,1.027161253,600.1473476,535.2992726,0.07,71.57911712,61.19089709,52.09298195,62.21849187,39.57749318,55.08073173,62.57949753
14.83,50.55912576,61.11577725,48.15385532,41.20248721,80.92737632,56.82619088,75.8942586,75.04478884,57.52678195,72.89762977,74.113199,56.13774352,67.76261599,63.08458559,1.408900485,553.288061,554.1354171,0.07,71.57911712,61.19089709,52.09298195,62.21849187,39.57749318,55.08073173,62.57949753
15.33,38.67211471,61.11577725,58.64797288,55.97645334,46.93383803,51.81303016,75.8942586,56.00697617,50.07890187,59.52444754,58.89746142,41.81888358,59.4836813,54.85058026,1.30004356,491.0012076,377.0551136,0.07,71.57911712,61.19089709,52.09298195,62.21849187,39.57749318,55.08073173,62.57949753
14.92,57.94046082,61.11577725,61.06099255,58.23188941,53.21388366,54.4583352,54.59460873,75.04478884,46.64877174,72.89762977,58.89746142,51.76375283,67.76261599,61.1091313,-0.99653131,551.9556143,465.2845366,0.07,71.57911712,61.19089709,52.09298195,62.21849187,39.57749318,55.08073173,62.57949753
