S_AGE,S_SPECEFF,S_GENEFF,S_USECOM,S_USEINF,S_ACCONT,S_SPECLASS,S_GENCLASS,S_CODLRN,S_ICTFUT,S_ICTLRN,S_ICTNEG,S_ICTPOS,S_GENACT,S_USESTD,S_NISB,PV1CIL,PV1CT,P_RATTCH,P_EXPLRN,P_PRIORH,P_PRIORS,P_VWICT,P_ICTUSE,P_ICTCOM,P_EXPTCH
13.5,71.0148961112169,61.1157772534719,36.9391804388556,41.2024872071537,39.2898017684,58.5810472078059,49.6933345412415,53.2791108537427,29.5779230081389,43.0855071379892,54.7495948303094,60.7282727062046,51.0202749406893,57.0437654566399,.918543128907591,527.644911806022,637.779537965713,.05,48.7038356798378,48.2474822339833,57.3183671480182,62.2184918685183,42.7201117134074,47.4675244433588,51.7719740356776
13.83,47.0806557864315,42.8905270909039,56.7054377272399,58.2318894106391,55.1889283583728,63.1398452018947,61.5183798478174,47.5016834210903,53.7015135547796,55.4379011034156,47.6848513810684,46.5209215231019,51.0202749406893,55.5753958634667,-.039337544002949,531.779608622788,568.126071718123,.05,48.7038356798378,48.2474822339833,57.3183671480182,62.2184918685183,42.7201117134074,47.4675244433588,51.7719740356776
13.42,50.5591257616814,52.4743328041979,46.8213730648212,41.2024872071537,48.3765813524951,44.6291500841947,54.5946087339274,41.1236856461762,57.5267819469784,45.4007129781416,51.0971989971214,60.7282727062046,45.0758743556443,45.4790667918484,1.0294198942763,523.597772428912,516.461538338235,.05,48.7038356798378,48.2474822339833,57.3183671480182,62.2184918685183,42.7201117134074,47.4675244433588,51.7719740356776
13.67,54.0772654557087,52.4743328041979,45.4728903666272,41.2024872071537,69.6803675054968,44.6291500841947,58.2588481458958,48.5707031674119,53.7015135547796,47.8646012686813,58.8974614205508,46.5209215231019,48.2259020866886,56.3048021558652,1.6757462584647,621.914198154223,675.877923424735,.05,48.7038356798378,48.2474822339833,57.3183671480182,62.2184918685183,42.7201117134074,47.4675244433588,51.7719740356776
13.83,50.5591257616814,61.1157772534719,35.8117759161697,41.2024872071537,53.2138836566994,44.6291500841947,44.1461903141814,56.0069761678485,50.0789018692479,55.4379011034156,58.8974614205508,46.5209215231019,56.4174562852321,53.3937290842819,1.6424095720552,582.771651497071,598.563048746832,.05,48.7038356798378,48.2474822339833,57.3183671480182,62.2184918685183,42.7201117134074,47.4675244433588,51.7719740356776
14,43.3237619316883,42.8905270909039,36.9391804388556,55.9764533435694,44.0677130813168,51.8130301572014,38.9552180615598,45.4201741552751,57.5267819469784,49.1907896869966,54.7495948303094,33.4540918652406,45.0758743556443,50.3033802541022,1.08303963080575,533.048982999131,583.454201605298,.05,48.7038356798378,48.2474822339833,57.3183671480182,62.2184918685183,42.7201117134074,47.4675244433588,51.7719740356776
14.17,30.5312337232645,48.2003636149283,52.1349265892142,41.2024872071537,55.1889283583728,37.1212288961528,49.6933345412415,46.455400488285,46.6487717370281,50.598057050325,54.7495948303094,41.8188835789901,48.2259020866886,50.3033802541022,1.58878983552574,598.12065274345,545.267614119936,.05,48.7038356798378,48.2474822339833,57.3183671480182,62.2184918685183,42.7201117134074,47.4675244433588,51.7719740356776
13.83,50.5591257616814,48.2003636149283,61.0609925471484,66.1068759017975,48.8136890745021,48.709443007096,58.2588481458958,48.5707031674119,43.3698758914783,59.5244475359704,54.7495948303094,46.5209215231019,53.6807513231144,49.4569433404879,.728971520802909,476.972232851134,347.383359297816,.06,32.2891510872936,48.2474822339833,46.3034113388222,62.2184918685183,53.7456498573162,50.8148654995435,44.7503515187967
14.5,57.9404608246833,61.1157772534719,58.6479728765648,49.3238372461679,51.4681623961011,48.709443007096,54.5946087339274,46.455400488285,46.6487717370281,43.0855071379892,38.0441101034709,51.7637528349392,56.4174562852321,53.3937290842819,-.654124131773824,647.728046918066,585.889263657027,.06,32.2891510872936,48.2474822339833,46.3034113388222,62.2184918685183,53.7456498573162,50.8148654995435,44.7503515187967
14.42,57.9404608246833,52.4743328041979,42.8033088435003,49.3238372461679,57.5115727087366,37.6320776906495,49.6933345412415,42.2528907289508,68.7954765724875,36.9559936332807,34.6933224415058,68.1925699712337,63.1848654751733,54.1248141559653,2.16102664905439,660.654623621788,705.607407696832,.06,32.2891510872936,48.2474822339833,46.3034113388222,62.2184918685183,53.7456498573162,50.8148654995435,44.7503515187967
